Id,LotArea,FullBath,HalfBath,TotRmsAbvGrd,TotalBsmtSF,BedroomAbvGr,GrLivArea,YrSold,SalePrice,Qual,Cond,Age
train_4382,8820,2,0,5,1026,3,1982,2007,214132.565800477,5B,6B,7
train_4950,8520,2,0,7,1554,4,1317,2007,176411.767437605,5B,6B,7
train_7466,11475,2,0,6,672,2,2520,2006,201331.511978859,5B,6B,6
train_7637,16492,2,1,9,1593,2,2256,2006,188235.438489812,5B,6B,6
train_7780,1491,2,0,7,1626,3,1456,2006,145268.571022041,5B,6B,6
train_9559,11207,2,0,10,2046,3,987,2006,163667.2407903,5B,6B,6
train_165,6120,1,0,9,1002,3,1050,2007,96703.0951726239,5B,6B,6
train_2260,12508,1,1,6,1264,3,2730,2006,259431.212602171,5B,6B,5
train_564,7000,1,0,7,971,3,2403,2009,188132.850490877,5B,6B,7
train_1131,14587,2,0,4,1163,3,1192,2009,203440.657490813,5B,6B,7
train_1761,12155,1,1,7,784,3,1484,2008,174871.366775485,5B,6B,6
train_2598,10237,1,0,6,738,2,1392,2009,166315.627409927,5B,6B,7
train_2694,8160,2,0,6,697,3,1121,2007,147500.70170882,5B,6B,5
train_3413,13418,1,1,7,876,3,2376,2008,172837.956064357,5B,6B,6
train_3456,1491,2,0,6,941,2,1250,2009,169093.925357039,5B,6B,7
train_4876,115149,2,0,10,788,3,2267,2008,209246.545153212,5B,6B,6
train_1012,2500,2,1,8,1700,3,1277,2007,177260.387500389,5B,6B,4
train_1510,10197,1,0,9,630,3,773,2010,100427.512889852,5B,6B,7
train_1627,14145,2,0,6,1053,2,1120,2010,146565.201632412,5B,6B,7
train_2066,2308,1,1,6,901,4,1960,2007,120736.244392856,5B,6B,4
train_3631,1680,2,0,7,832,4,1640,2006,187046.850356937,5B,6B,3
train_5012,9800,1,0,5,840,4,1767,2006,148245.495623052,5B,6B,3
train_5046,7153,1,0,8,713,2,1306,2009,158629.59115689,5B,6B,6
train_5969,8712,2,0,5,1029,3,1040,2006,124719.114825062,5B,6B,3
train_6020,7711,2,1,5,1413,3,1632,2007,159325.929483091,5B,6B,4
train_6335,9591,2,0,6,793,3,1924,2009,194615.096548093,5B,6B,6
train_7395,15660,2,0,4,576,3,1362,2006,184739.189340545,5B,6B,3
train_7915,7332,1,1,8,1431,2,1358,2006,186501.578811257,5B,6B,3
train_8281,10603,1,0,4,832,3,864,2007,152358.976959203,5B,6B,4
train_9703,7390,3,1,6,864,2,1412,2008,143769.825148235,5B,6B,5
train_9781,14006,1,0,7,1922,3,1386,2006,225283.746224541,5B,6B,3
train_44,8410,1,0,6,1470,3,1440,2008,218134.131923889,5B,6B,4
train_864,13673,1,1,9,1845,2,2084,2006,234635.479238778,5B,6B,2
train_1018,6300,2,0,8,1728,3,1973,2008,207670.255519872,5B,6B,4
train_1061,7920,1,0,7,1440,2,999,2007,162097.997741227,5B,6B,3
train_1375,8760,2,1,8,1164,2,1214,2008,171612.454536458,5B,6B,4
train_1475,8633,2,1,6,520,3,1484,2007,144440.580802668,5B,6B,3
train_2436,7590,1,0,5,1554,3,1788,2009,168277.278445849,5B,6B,5
train_3152,10800,1,0,5,1482,2,1756,2008,217399.704049457,5B,6B,4
train_3250,4712,1,0,7,1153,3,988,2007,126363.792943098,5B,6B,3
train_3752,7795,1,0,8,2078,4,1694,2009,211292.7802154,5B,6B,5
train_4311,11425,1,0,5,1200,4,1135,2006,128907.422187846,5B,6B,2
train_5766,7892,2,0,8,1079,3,1208,2008,127060.765108774,5B,6B,4
train_6567,7819,2,0,6,1030,3,1126,2010,128035.404702828,5B,6B,6
train_6609,8163,2,0,6,1362,2,1588,2008,173107.670037163,5B,6B,4
train_6685,7313,1,0,7,840,2,1040,2009,156296.75044286,5B,6B,5
train_6710,9158,1,1,9,0,4,1393,2006,132526.402179919,5B,6B,2
train_7090,8973,2,1,6,864,3,1494,2007,177006.033976914,5B,6B,3
train_7160,10150,2,0,5,742,4,334,2007,127393.908422627,5B,6B,3
train_9108,13704,1,1,6,1064,3,1971,2009,202290.542963198,5B,6B,5
train_533,13695,2,0,6,1273,6,1370,2006,169578.985317602,5B,6B,1
train_1141,8250,1,0,5,761,4,1086,2009,152956.625146079,5B,6B,4
train_1191,12160,2,0,10,816,4,900,2009,131588.39055945,5B,6B,4
train_1457,13560,2,1,6,872,2,901,2006,114018.824340437,5B,6B,1
train_1768,10593,2,0,6,264,3,1200,2006,144747.217751828,5B,6B,1
train_1889,12227,2,0,6,1728,3,2654,2006,234026.999257195,5B,6B,1
train_2127,9101,2,1,6,958,3,2042,2006,202408.805742416,5B,6B,1
train_2487,11394,1,0,5,768,3,1004,2009,140605.275986359,5B,6B,4
train_2681,6324,1,0,5,1034,3,1484,2006,127214.363131434,5B,6B,1
train_2739,11782,2,0,5,1088,3,2392,2008,216264.142889692,5B,6B,3
train_3885,8963,2,0,6,720,1,1142,2008,195935.499639038,5B,6B,3
train_4136,9600,1,0,7,372,3,1604,2007,165978.382682383,5B,6B,2
train_4186,7018,2,1,7,938,4,3608,2007,235487.839132628,5B,6B,2
train_4285,9020,2,0,7,1140,3,1536,2006,154193.725536209,5B,6B,1
train_4458,13891,1,1,6,684,3,1712,2008,178866.334152466,5B,6B,3
train_5226,6120,1,0,4,880,2,1073,2009,138403.476241138,5B,6B,4
train_5995,1680,1,1,7,1143,3,2452,2009,202634.217532539,5B,6B,4
train_6047,10010,1,0,7,961,3,1960,2007,184794.385720662,5B,6B,2
train_6230,9142,1,0,7,384,3,1224,2009,128715.784020593,5B,6B,4
train_6717,9571,1,1,14,1204,3,1224,2009,171093.461680551,5B,6B,4
train_6754,7438,2,0,4,1541,3,1718,2007,181802.910606136,5B,6B,2
train_6885,9750,1,1,7,1163,2,1482,2006,195675.75056277,5B,6B,1
train_7005,10364,1,0,5,1064,3,1054,2010,135099.165698873,5B,6B,5
train_7960,8475,2,1,6,630,3,1294,2008,156706.400706357,5B,6B,3
train_8225,5330,1,0,4,1163,2,1436,2010,173851.324783645,5B,6B,5
train_8305,8125,2,0,4,789,3,904,2009,114099.436128215,5B,6B,4
train_8371,13500,1,0,7,858,3,864,2006,149105.933937896,5B,6B,1
train_9462,8450,1,0,8,572,3,981,2010,141877.51128916,5B,6B,5
train_1507,9187,1,0,7,2223,2,1152,2007,177303.568525577,5B,6B,1
train_1901,2887,2,0,6,884,2,2224,2009,184153.439684741,5B,6B,3
train_2186,8068,2,1,11,1602,4,1039,2008,169250.081203543,5B,6B,2
train_2382,8000,2,1,4,1097,5,1113,2006,185911.887040712,5B,6B,0
train_2755,10634,1,0,7,855,4,1358,2007,160407.428590709,5B,6B,1
train_3479,9000,2,1,6,768,2,1306,2006,133987.627821536,5B,6B,0
train_5547,10125,2,1,7,1204,1,1285,2006,143386.674904463,5B,6B,0
train_6088,7200,2,1,6,1518,3,2020,2009,201131.831949637,5B,6B,3
train_6332,9100,2,0,7,1090,3,1552,2006,152682.239214626,5B,6B,0
train_7181,7931,1,1,6,1162,3,1214,2006,136201.357549512,5B,6B,0
train_7655,10140,2,0,8,1496,4,1406,2009,221675.513560335,5B,6B,3
train_8188,12224,1,1,5,1518,4,1756,2009,222068.692695822,5B,6B,3
train_8279,10171,2,0,8,793,4,1743,2007,170782.86029145,5B,6B,1
train_9015,8400,2,0,6,551,3,1437,2010,146603.737923395,5B,6B,4
train_9208,15750,2,0,7,770,2,1229,2008,177354.529552001,5B,6B,2
train_9375,12919,2,1,9,1268,3,1721,2007,223387.407474337,5B,6B,1
train_161,10335,2,1,7,1814,3,1574,2006,225336.537757523,5B,6B,-1
train_539,10839,2,0,8,1208,2,1056,2007,130763.218139277,5B,6B,0
train_926,9873,1,0,6,1073,4,1818,2010,189253.612388129,5B,6B,3
train_1578,10175,2,1,6,1626,2,2084,2009,198489.127686291,5B,6B,2
train_2224,9101,2,1,5,1461,4,1144,2006,211659.8115088,5B,6B,-1
train_3775,1869,1,0,8,1212,3,2080,2007,211162.352699856,5B,6B,0
train_4720,9571,2,0,5,1210,3,1477,2009,171141.833363299,5B,6B,2
train_5522,8176,1,0,5,1008,2,2080,2008,171827.099610084,5B,6B,1
train_5808,3196,1,0,6,630,3,860,2007,115921.398321939,5B,6B,0
train_7686,7642,2,1,8,1232,3,2078,2008,236985.882859241,5B,6B,1
train_1257,3922,1,0,5,894,1,1718,2009,189470.834953398,5B,6B,1
train_3189,14803,2,0,8,626,4,1601,2008,201684.41866555,5B,6B,0
train_4044,16033,1,0,6,672,3,2126,2010,214386.695893463,5B,6B,2
train_8397,12342,2,0,6,0,3,1647,2006,189241.880195899,5B,6B,-2
train_1643,3196,2,0,5,2392,3,1603,2006,218863.623898052,5B,6B,-3
train_4263,8973,1,1,5,596,4,1067,2006,170555.236649705,5B,6B,-3
train_7555,14762,1,0,9,828,4,1198,2009,101855.997146734,5B,6B,0
train_8769,5604,1,0,6,855,3,1601,2006,156520.205843578,6B,9B,82
train_1488,9600,1,0,9,918,3,1647,2006,166677.422090166,6B,9B,80
train_5737,1680,2,0,8,384,2,1370,2010,117950.774936524,6B,9B,80
train_8038,3951,2,1,6,1039,3,1775,2009,195103.266620081,6B,9B,78
train_4307,4043,1,0,6,1559,3,2110,2007,223494.189851521,6B,9B,71
train_5065,1890,2,0,7,1726,2,1577,2009,187837.658550023,6B,9B,68
train_5950,9571,2,0,8,1156,2,1411,2008,219987.3212973,6B,9B,61
train_9532,9303,2,0,8,1034,1,1768,2007,173488.917820138,6B,9B,55
train_7767,3230,2,0,9,1160,1,1511,2007,158607.960972278,6B,9B,49
train_3374,9600,1,1,6,896,3,1710,2008,194735.368258209,6B,9B,48
train_3555,12342,1,0,6,1324,3,1092,2009,132080.622982095,6B,9B,49
train_92,15611,2,1,6,1362,4,1402,2009,139189.553134287,6B,9B,46
train_193,10083,1,1,5,725,3,1196,2009,116226.387478383,6B,9B,44
train_7875,13350,1,0,5,981,3,2259,2006,177576.202418007,6B,9B,40
train_108,6000,2,1,7,796,3,1054,2006,97047.1468834201,6B,9B,33
train_6724,14762,2,0,6,1121,3,1430,2007,196870.943894969,6B,9B,34
train_1277,6960,1,0,8,798,4,1040,2009,122116.030361991,6B,9B,32
train_2425,13101,1,0,8,955,3,1557,2007,209907.016065114,6B,9B,30
train_8158,4426,2,0,5,832,3,1510,2008,147263.604331625,6B,9B,31
train_4535,8400,2,0,11,0,3,1582,2010,139824.462666743,6B,9B,32
train_1890,11888,1,0,5,1010,3,2554,2009,172029.602591005,6B,9B,30
train_9604,14115,2,0,9,828,3,1370,2008,167573.813193559,6B,9B,24
train_3307,3500,2,1,5,992,4,1120,2009,105292.590210823,6B,9B,17
train_6756,11241,2,0,5,795,2,1363,2007,149800.469185274,6B,9B,14
train_9885,8339,2,0,6,1188,3,1097,2006,104289.449548523,6B,9B,11
train_822,11694,2,0,7,1248,3,1445,2008,193638.201449522,6B,9B,9
train_4669,10452,1,1,6,945,1,1539,2009,171334.930224354,6B,9B,10
train_5061,10125,2,0,7,784,3,1073,2009,154664.42716121,6B,9B,10
train_8407,18800,1,0,7,1162,2,1144,2008,131454.519679517,6B,9B,4
train_1721,4500,1,0,9,768,2,1328,2008,171668.146733029,6B,9B,3
train_7164,8967,2,1,8,1582,1,864,2009,180288.805859497,6B,9B,4
train_2486,11478,2,1,5,813,3,747,2008,125140.796142451,6B,9B,2
train_3792,8846,2,1,7,988,3,1108,2009,177186.530741532,6B,9B,2
train_1954,9549,2,0,5,1417,3,789,2009,69115.8413584386,5B,7B,124
train_1346,7577,2,0,6,1088,3,1774,2007,170960.360084229,5B,7B,117
train_9353,21384,2,0,6,0,3,1053,2006,126000.290902971,5B,7B,116
train_4089,4671,2,1,6,1029,3,1750,2010,102430.708398718,5B,7B,112
train_1834,10020,2,1,6,858,2,1561,2009,135667.936458275,5B,7B,109
train_6065,10084,1,1,4,1710,3,1340,2007,138603.470616873,5B,7B,107
train_9258,7642,1,0,9,1728,3,1044,2010,124385.493481529,5B,7B,110
train_9846,13600,1,1,8,858,3,894,2007,107539.076441904,5B,7B,107
train_3846,9900,1,1,9,1392,3,2267,2008,167913.647611639,5B,7B,98
train_5009,14260,2,0,8,728,4,1040,2008,91983.0435191614,5B,7B,98
train_7461,115149,2,1,8,728,3,2418,2010,206268.585138588,5B,7B,100
train_9245,11070,2,1,5,1650,3,2643,2010,200730.137241584,5B,7B,100
train_8327,9022,1,0,6,0,3,1220,2007,108502.224799073,5B,7B,94
train_3000,14948,2,1,5,866,3,1387,2007,116939.217508169,5B,7B,92
train_6638,9750,2,1,6,1593,1,1518,2007,144744.8068063,5B,7B,92
train_8244,1920,1,0,6,718,1,1301,2007,139946.342313168,5B,7B,92
train_8354,7875,1,0,7,660,3,923,2007,106969.379177578,5B,7B,92
train_2369,10386,2,0,5,938,3,1479,2006,121414.793826022,5B,7B,88
train_6515,1890,1,1,7,1181,2,2612,2008,155499.911180418,5B,7B,90
train_3535,10200,1,0,5,967,4,3493,2007,202783.849343921,5B,7B,88
train_3512,5000,1,0,5,1554,3,1152,2007,114229.349848223,5B,7B,87
train_4495,8100,2,1,12,1029,1,2728,2007,202193.55938428,5B,7B,87
train_6618,7931,2,0,5,970,2,1919,2006,124980.699714552,5B,7B,86
train_8830,40094,1,1,5,1728,2,720,2010,150478.85620298,5B,7B,90
train_9566,10159,1,0,8,1398,3,1790,2007,177882.225332925,5B,7B,87
train_9790,10634,2,1,7,672,3,1304,2006,132975.394739258,5B,7B,86
train_9925,10200,2,1,7,789,4,1986,2007,192983.565954326,5B,7B,87
train_3872,5790,1,0,5,861,3,1978,2008,146665.290164143,5B,7B,87
train_5658,9803,1,1,7,1442,4,999,2010,160698.169808134,5B,7B,89
train_5872,9490,2,0,7,798,2,1694,2008,166425.658374172,5B,7B,85
train_6801,7332,1,0,8,1234,3,964,2008,126228.184159385,5B,7B,85
train_8515,13695,3,0,9,1001,3,2132,2009,164569.64888548,5B,7B,86
train_9577,8450,1,0,3,1208,3,1400,2009,129396.875933508,5B,7B,86
train_1357,7200,1,0,8,728,2,2046,2007,203383.075398581,5B,7B,83
train_4884,10921,2,1,11,1196,2,1709,2008,142444.266186096,5B,7B,83
train_7547,10800,2,0,5,1833,3,1500,2006,150023.869329096,5B,7B,81
train_9890,10000,1,1,5,0,3,1382,2010,115674.171097875,5B,7B,85
train_9291,13869,1,1,6,832,3,972,2009,145043.043202048,5B,7B,83
train_3405,11999,2,0,7,702,4,1472,2009,119086.964514981,5B,7B,82
train_2881,9920,1,1,6,689,2,864,2009,99282.8420626524,5B,7B,81
train_6419,9100,2,1,8,912,2,789,2007,139889.338340952,5B,7B,78
train_915,13101,1,0,9,1588,2,1929,2006,217057.816968447,5B,7B,75
train_4113,2001,1,1,8,1814,3,1850,2009,183163.597287317,5B,7B,78
train_6041,12438,1,1,6,994,3,1464,2006,153485.546842463,5B,7B,75
train_7581,11475,2,0,5,630,4,1431,2009,147606.812896197,5B,7B,78
train_9504,7472,2,0,7,1616,3,1337,2008,156172.485546912,5B,7B,77
train_9571,7420,1,0,5,858,3,1482,2007,133914.473078318,5B,7B,76
train_8500,7920,1,1,5,1017,2,1790,2009,181839.382357753,5B,7B,75
train_3294,11302,2,1,6,960,3,1040,2008,102676.58006702,5B,7B,73
train_9322,6130,2,0,10,991,4,988,2009,143567.639962423,5B,7B,74
train_1686,9900,2,1,4,1304,3,1824,2006,175044.569156369,5B,7B,70
train_1120,3010,2,0,8,546,2,848,2009,104239.467861579,5B,7B,72
train_3880,9906,1,0,8,982,2,1576,2006,156389.236086933,5B,7B,69
train_8056,13300,2,1,5,1056,3,860,2007,127415.205622556,5B,7B,70
train_601,4456,2,1,5,720,3,1310,2008,95684.3095887917,5B,7B,69
train_2669,1936,2,0,8,783,4,2291,2009,205347.436304098,5B,7B,70
train_7190,7758,1,0,5,1560,4,3228,2010,172593.886964285,5B,7B,71
train_7422,70761,1,0,8,1136,3,1118,2006,156577.60838779,5B,7B,67
train_1299,7588,2,0,7,1273,4,1644,2010,146108.280959638,5B,7B,70
train_1364,11645,1,0,7,1466,3,1328,2007,154633.473216786,5B,7B,67
train_1990,10029,2,1,7,840,3,1961,2006,168321.50263356,5B,7B,66
train_3037,13072,2,1,4,965,2,2531,2006,217467.78982131,5B,7B,66
train_704,12003,1,0,6,868,3,2452,2009,163664.993322748,5B,7B,68
train_4057,5271,2,0,6,1452,2,1445,2009,154147.238746638,5B,7B,68
train_9984,2544,1,0,5,910,3,1621,2009,110595.759953146,5B,7B,68
train_9876,10440,2,0,6,264,3,1502,2006,147122.428227045,5B,7B,64
train_582,16466,2,1,4,924,3,1392,2006,120799.486399739,5B,7B,61
train_1415,9100,1,0,6,1536,3,1959,2006,185243.498941199,5B,7B,61
train_1793,11096,1,0,7,0,3,2295,2009,135385.952462676,5B,7B,64
train_5466,11340,1,0,5,1318,3,1389,2006,148771.221647517,5B,7B,61
train_5593,7226,2,1,7,0,3,3194,2010,186233.068531821,5B,7B,65
train_8640,11341,1,0,9,940,3,2466,2006,195571.312001853,5B,7B,60
train_4477,12435,1,0,6,1316,3,1895,2009,161169.353340172,5B,7B,62
train_9860,14230,1,0,6,836,3,1668,2007,180977.124966502,5B,7B,60
train_2458,8924,2,1,6,0,3,1962,2008,144787.368066005,5B,7B,59
train_3313,17503,2,1,8,1057,3,1828,2007,166589.794240581,5B,7B,58
train_3869,7931,2,0,8,768,3,1501,2008,149456.931581851,5B,7B,59
train_6597,4500,1,0,4,1164,3,1218,2009,118307.361876231,5B,7B,60
train_9001,21695,1,0,7,1056,1,1040,2010,135126.9206343,5B,7B,61
train_310,10402,1,0,6,1777,4,1108,2006,181133.868187823,5B,7B,56
train_1186,8400,1,0,10,853,3,1411,2010,120531.468574697,5B,7B,60
train_7277,9020,1,0,5,616,2,1484,2008,161338.047271588,5B,7B,58
train_9279,9571,2,1,7,836,3,1441,2008,135819.588195051,5B,7B,58
train_9351,10237,1,0,7,1563,3,864,2010,173419.994054373,5B,7B,60
train_3022,53504,2,0,8,1330,2,864,2009,202309.076607428,5B,7B,58
train_3388,8777,1,1,7,1064,3,1525,2009,154977.605575454,5B,7B,58
train_6684,7399,1,1,7,1742,2,1554,2006,206316.835486879,5B,7B,55
train_8670,10400,1,0,4,1604,3,1253,2008,184138.433116067,5B,7B,57
train_1406,7200,1,0,5,1372,2,1150,2006,103001.147909561,5B,7B,54
train_1777,9786,2,0,7,855,3,1709,2008,135327.727676784,5B,7B,55
train_7784,8633,2,1,6,1500,4,1954,2008,224598.514791348,5B,7B,55
train_9370,10769,2,1,6,1188,3,2945,2008,224030.183496664,5B,7B,55
train_9641,12735,2,1,6,900,3,1800,2010,151054.576264764,5B,7B,57
train_749,8480,2,0,5,742,3,1086,2009,165629.648950443,5B,7B,55
train_1240,10382,1,0,5,796,2,987,2008,161347.236930926,5B,7B,54
train_4587,10440,2,0,6,654,4,1456,2006,165308.319330794,5B,7B,52
train_5268,11787,2,1,6,907,3,1375,2006,135434.900405478,5B,7B,52
train_5802,7388,1,1,6,955,3,1316,2007,171296.452590254,5B,7B,53
train_6455,8712,1,0,6,780,4,987,2009,85619.9047638276,5B,7B,55
train_7263,10530,1,0,6,718,3,1198,2008,124747.389540501,5B,7B,54
train_8301,5271,2,0,6,1324,2,1092,2007,118673.268028724,5B,7B,53
train_448,11767,1,0,7,713,3,1487,2009,134987.279809801,5B,7B,54
train_517,3675,2,0,8,1340,3,923,2008,136300.095625146,5B,7B,53
train_7854,9600,1,0,14,551,4,1470,2007,156079.756019111,5B,7B,52
train_9185,45600,2,1,9,1156,3,1412,2006,188958.323617633,5B,7B,51
train_2544,25419,1,0,8,1604,3,1414,2010,133527.630272433,5B,7B,54
train_5257,17671,1,1,5,1097,3,1716,2006,198504.124722112,5B,7B,50
train_6325,3230,2,0,6,0,3,4316,2008,216647.501457276,5B,7B,52
train_8828,12735,1,0,7,1249,3,1337,2008,129703.231518391,5B,7B,52
train_584,7024,2,0,6,1078,3,1306,2006,136323.749197962,5B,7B,49
train_6303,6600,1,0,8,768,3,1666,2009,145048.685719867,5B,7B,52
train_7544,9000,1,1,6,1232,4,1728,2007,135013.487390384,5B,7B,50
train_8426,8760,1,1,7,1304,2,816,2006,156573.580784495,5B,7B,49
train_2609,8880,2,1,8,1053,6,1935,2006,157748.717621145,5B,7B,48
train_2684,50271,1,1,6,728,3,996,2007,143139.51949137,5B,7B,49
train_6227,11096,2,1,5,630,3,1478,2007,144938.200243965,5B,7B,49
train_6422,6000,2,0,6,1713,3,1973,2009,140448.840999454,5B,7B,51
train_7234,4224,1,0,6,2109,3,1680,2010,187303.446738339,5B,7B,52
train_3248,11694,2,1,8,816,2,1262,2006,127268.02134871,5B,7B,47
train_4331,12003,2,1,4,740,3,1194,2008,137820.730582701,5B,7B,49
train_9525,9760,2,0,6,480,3,1073,2006,114570.551915957,5B,7B,47
train_2822,2665,2,1,4,1008,2,2794,2007,184729.699660218,5B,7B,47
train_3701,8777,2,1,5,1064,3,1820,2007,137855.385738736,5B,7B,47
train_6009,9320,1,0,4,1314,3,1993,2008,173523.149468594,5B,7B,48
train_6909,17120,2,0,8,1424,3,912,2009,190401.616310472,5B,7B,49
train_7533,14559,2,0,5,600,3,1646,2007,172044.90893921,5B,7B,47
train_8771,4500,1,0,5,864,3,1826,2008,134530.348433228,5B,7B,48
train_9733,7200,2,0,5,756,3,1159,2006,130577.507369109,5B,7B,46
train_2282,8472,1,0,5,793,3,1229,2007,151568.716376231,5B,7B,46
train_8236,10400,2,0,4,1094,3,1392,2007,159065.472687162,5B,7B,46
train_8685,18450,2,1,6,0,4,1644,2006,162705.851043539,5B,7B,45
train_9413,22950,2,0,8,794,3,1432,2006,154197.131166409,5B,7B,45
train_9640,8765,2,0,10,1013,3,1904,2009,155487.016410706,5B,7B,48
train_1039,8472,2,1,8,816,4,2256,2007,181150.410275447,5B,7B,45
train_1139,15750,2,0,6,1073,2,1136,2008,141965.545407564,5B,7B,46
train_7217,6911,1,1,8,1001,3,1453,2006,148437.729574274,5B,7B,44
train_6330,8978,2,1,8,1490,3,1752,2006,177783.119776783,5B,7B,43
train_7908,6204,2,0,6,756,2,1576,2006,117572.363937497,5B,7B,43
train_696,12704,1,0,11,1694,1,1721,2006,197673.743368731,5B,7B,42
train_2792,7922,1,0,9,716,3,2084,2010,163921.236888622,5B,7B,46
train_3177,9765,2,1,4,1632,2,1225,2007,145941.317630192,5B,7B,43
train_7114,10728,1,0,6,689,5,2060,2009,133877.138591353,5B,7B,45
train_7738,7200,2,0,7,720,2,1629,2010,194717.713733822,5B,7B,46
train_367,11207,1,0,6,1406,3,1651,2008,190841.564658843,5B,7B,43
train_724,9297,2,0,8,793,3,864,2007,146807.400952349,5B,7B,42
train_3945,8849,1,0,6,1593,3,1360,2006,166084.554057637,5B,7B,41
train_4278,8070,1,0,6,1324,3,1393,2008,162550.892347648,5B,7B,43
train_4974,9000,1,1,7,1127,4,1795,2010,175500.842903022,5B,7B,45
train_5633,8320,1,1,6,1040,2,1844,2009,195584.692727821,5B,7B,44
train_5811,7658,1,0,8,912,3,1590,2007,158120.376749981,5B,7B,42
train_9941,13474,1,1,6,1766,3,1163,2009,198289.234561498,5B,7B,44
train_1762,6120,2,0,7,1187,5,1718,2007,135095.962075878,5B,7B,41
train_2551,14200,1,0,8,1257,2,1635,2008,165359.378285166,5B,7B,42
train_3162,6930,2,0,8,864,4,1067,2007,103908.07512057,5B,7B,41
train_5518,7711,2,0,8,190,3,1688,2007,84619.0472341245,5B,7B,41
train_6261,9291,2,1,5,1065,3,894,2008,159145.917709798,5B,7B,42
train_8408,10012,1,2,8,816,2,1052,2006,123213.47355988,5B,7B,40
train_3799,4928,1,0,9,880,2,1978,2008,176403.002818689,5B,7B,41
train_5539,9196,1,0,7,836,3,1812,2007,200671.527430904,5B,7B,40
train_7595,10624,2,0,5,982,6,2468,2009,190185.35268618,5B,7B,42
train_8925,7677,2,0,7,796,2,948,2007,87816.7580374485,5B,7B,40
train_873,19138,2,1,7,866,2,1717,2007,206861.686828911,5B,7B,39
train_2400,12090,2,1,4,1370,3,1406,2008,182068.227041635,5B,7B,40
train_3251,7314,1,1,4,1484,2,1226,2009,168462.095896403,5B,7B,41
train_2510,12003,1,1,4,715,5,1573,2009,143613.384268951,5B,7B,40
train_4187,12589,1,1,8,858,3,1269,2006,125502.323782589,5B,7B,37
train_6806,14226,2,0,8,1650,3,1968,2008,202910.172636479,5B,7B,39
train_7230,10200,1,1,7,1214,3,1940,2009,165009.990066698,5B,7B,40
train_7435,5520,1,0,6,1029,2,1986,2010,161803.117782906,5B,7B,41
train_1146,14226,2,0,5,969,3,1768,2007,174765.716926995,5B,7B,37
train_1728,14762,1,1,8,943,3,1477,2008,156761.821671772,5B,7B,38
train_3552,13695,1,0,7,0,3,1493,2006,137969.297782324,5B,7B,36
train_8197,26178,2,1,8,1212,2,894,2007,165606.553303285,5B,7B,37
train_9166,6292,1,0,5,1581,3,1479,2006,164906.657952264,5B,7B,36
train_1217,9375,1,1,5,901,3,2610,2007,166873.231813743,5B,7B,36
train_3813,9900,2,0,11,1350,3,520,2009,139474.729974764,5B,7B,38
train_4448,3196,2,1,3,0,3,1026,2009,87305.7779332195,5B,7B,38
train_8380,4043,2,0,6,1028,3,2715,2006,212654.851095233,5B,7B,35
train_9305,13284,1,0,4,894,3,1489,2006,178906.175054,5B,7B,35
train_652,5586,1,0,12,912,3,902,2009,66020.0894248555,5B,7B,37
train_1348,6155,2,0,6,892,4,1117,2006,100977.301059901,5B,7B,34
train_1923,9636,2,1,5,1575,4,1595,2008,139555.683167542,5B,7B,36
train_3725,9800,1,1,6,1522,3,1268,2007,187695.392635048,5B,7B,35
train_3816,16226,1,1,7,1264,2,2468,2007,201029.852740831,5B,7B,35
train_8790,16321,1,0,8,1466,4,1665,2007,181399.726964687,5B,7B,35
train_9053,15576,1,0,5,1470,3,729,2010,141694.886049137,5B,7B,38
train_9873,16659,2,0,6,927,3,1414,2010,175773.97629479,5B,7B,38
train_4061,6040,1,1,7,1095,2,1593,2010,119561.903770935,5B,7B,37
train_5744,10000,2,1,6,600,3,2057,2008,171192.140958104,5B,7B,35
train_3060,15750,2,0,9,1602,2,1125,2009,135595.224077424,5B,7B,35
train_5607,53504,3,1,7,1051,2,2376,2007,222549.164057783,5B,7B,33
train_6824,8405,2,0,5,1845,3,1090,2009,150122.554754088,5B,7B,35
train_7392,7844,1,1,8,1588,3,1635,2006,169372.586290409,5B,7B,32
train_18,8750,1,0,5,1214,4,2080,2009,156620.230758015,5B,7B,34
train_7865,7844,2,0,4,0,4,1183,2009,89647.7002607955,5B,7B,34
train_9000,9525,1,1,4,870,4,803,2010,146710.627142884,5B,7B,35
train_167,8480,2,0,7,716,4,1786,2010,180569.493764332,5B,7B,34
train_1702,13651,2,1,5,1176,3,1453,2008,197535.381929795,5B,7B,32
train_1894,14977,2,1,4,728,3,2028,2006,178552.450312509,5B,7B,30
train_2454,14200,2,0,6,780,2,1309,2008,117304.56645407,5B,7B,32
train_2515,31770,2,1,6,981,3,1314,2006,168931.626812262,5B,7B,30
train_3977,50271,2,0,6,1215,4,1774,2010,222010.852975005,5B,7B,34
train_5994,5820,1,0,4,1358,3,1301,2006,128899.200061197,5B,7B,30
train_156,11120,1,1,8,0,3,969,2008,120744.48607837,5B,7B,31
train_489,15576,2,0,11,707,3,2030,2007,199481.936849269,5B,7B,30
train_636,21453,2,0,5,848,3,2324,2010,206081.830159737,5B,7B,33
train_2326,8450,1,1,7,910,3,1928,2007,190845.676059021,5B,7B,30
train_2599,13005,2,0,7,1293,3,1632,2008,243661.900914639,5B,7B,31
train_4456,7200,2,0,5,1905,4,2291,2007,162992.688552851,5B,7B,30
